stop_id,stop_code,stop_name,stop_lat,stop_lon
0,U03915,Hosiery Complex Petrol pump,28.535017,77.4069
1,U03914,Nepz Gate No-2,28.534351,77.397969
2,U03911,Noida Sec-82 more,28.535914,77.390651
3,U03908,Bhangel Village,28.538718,77.388957
4,U03906,Bhangel Village,28.54232,77.386679
5,U03902,SALARPUR VILLAGE,28.54485,77.3844
6,U03879,Baroula Village,28.559113,77.370714
7,U03872,Aagha Pur Village,28.56072,77.365217
8,U03847,Chhalera Village,28.560727,77.345514
9,U03821,Chellera village Noida Sec-37,28.5612,77.3395
10,U03784,Inter National School,28.557838,77.32929
11,U03583,Kalindi Kunj Park No 9,28.545,77.306167
12,U03549,Saheen Bagh,28.5428,77.303
13,U03490,Jasola Vihar,28.5404,77.2968
14,U03455,K Block Sarita Vihar,28.538483,77.292283
15,U03390,Sarita Vihar Xing,28.5358,77.286183
16,U03399,Sarita Vihar,28.53225,77.28706
17,U03425,Madanpur  X-ing,28.527714,77.289683
18,U03472,Mohan Cooperative Estate,28.51933,77.29515
19,U03489,Ali village Xing,28.515636,77.296769
20,U03512,NTPC,28.50796,77.299918
21,U03527,Badarpur Village,28.50203,77.30026
22,U03544,Jaitpur Xing,28.4981,77.30218
23,U03556,Badarpur Border,28.4935,77.30351
24,U03551,Badarpur Border,28.4926,77.30351
25,U03538,Jaitpur X-Ing,28.49916,77.301801
26,U03522,Badarpur Village,28.50225,77.30005
27,U03511,NTPC,28.507272,77.299962
28,U03488,Ali Village,28.51493,77.29671
29,U03471,Mohan Cooperative Estate,28.518731,77.295186
30,U03421,Madanpur Khadar Crossing,28.52968,77.28788
31,U03398,Sarita Vihar,28.53201,77.28691
32,U03401,Sarita Vihar Xing,28.536883,77.287583
33,U03448,Sarita Vihar K-Block,28.53865,77.2923
34,U03493,Jasola Vihar,28.540667,77.297167
35,U03550,Sahin Bagh,28.543,77.302833
36,U03590,Kalindi Kunj Bdr,28.5452,77.30601
37,U03720,Express High Way,28.5536,77.3212
38,U03787,Amity School/Ambedkar Park,28.55823333,77.33
39,U03819,Chellera Village Noida Sec-37,28.560522,77.342332
40,U03836,Chhalera Village,28.56094,77.345504
41,U03856,Noida Sec-40,28.561591,77.355526
42,U03871,AGHAPUR VILLAGE,28.561267,77.360933
43,U03878,Barola Village Sector-49,28.559331,77.370838
44,U03889,KESAR GARDEN MORE,28.555281,77.37347
45,U03900,Sareen Farm,28.552333,77.376767
46,U03901,Salar Pur Village,28.544767,77.384517
47,U03905,Bhangel Village,28.542255,77.38701
48,U03909,Noida Sec-82 more,28.535017,77.3916
49,U03913,Nepz Gate No-2,28.534493,77.397716
50,U03916,Mangla Village,28.535236,77.407603
51,U03918,Noida Phase 2 Phool Mandi,28.536035,77.418067
52,U03436,Okhla Village,28.56345,77.291275
53,U03389,Jamiya Nagar,28.562795,77.286274
54,U03367,Ansari Health Care,28.5609,77.28216
55,U03333,Jamiya Millia College,28.56093,77.27988
56,U03257,Bharat Nagar Xing,28.56036,77.27268
57,U03238,Bharat Nagar,28.5666,77.2696
58,U03282,Holy Family Hospital,28.56095,77.27546
59,U03208,Zakhir Nagar - Taimoor Nagar,28.57083,77.26666
60,U03170,Maharani Bagh,28.57633,77.26445
61,U03077,Nehru Nagar,28.5683,77.25385
62,U03024,Lajpat Nagar,28.5653,77.2486
63,U02941,Gupta Market,28.56483,77.24133
64,U02894,Gupta Market (Ring Road),28.564833,77.239833
65,U02774,Andrews Ganj,28.566,77.2296
66,U02596,South Extension,28.56861,77.22045
67,U02567,South Extention,28.56876,77.21685
68,U02487,AIIMS,28.56896,77.21361
69,U02435,Kidwai Nagar (INA Metro Station),28.57568,77.20973
70,U02471,SJ Airport,28.5845,77.21225
71,U02476,S J Madrasa,28.5886,77.21273
72,U02455,P S Tuglak Road,28.59995,77.21125
73,U02422,G Block,28.60961,77.20968
74,U02465,Udyog Bhawan,28.61268,77.21188
75,U02466,Krishi Bhawan,28.61498,77.21205
76,U02444,Red Cross Road,28.61775,77.21093
77,U02447,Akashwani Bhawan,28.62065,77.21065
78,U02500,Jantar Mantar,28.625152,77.213963
79,U02539,Regal-Palika Kendra,28.6287,77.21651
80,U02654,Shivaji Park/Minto Road,28.63873,77.22395
81,U02660,Minto Road Terminal,28.63933,77.22395
82,U02665,Minto Road Terminal,28.639306,77.224435
83,U02543,Regal-Palika Kendra,28.62863,77.21685
84,U02507,P S Parliament,28.62565,77.21445
85,U02478,Akashwani Bhawan,28.62046,77.21268
86,U02506,Krishi Bhawan,28.61491,77.21243
87,U02575,National Archives,28.61556,77.21873
88,U02562,National Muesum,28.61106,77.2184
89,U02481,Udyog Bhawan,28.61255,77.21228
90,U02436,G Block,28.6095,77.20975
91,U02552,Prithviraj Road Crossing,28.59648,77.21761
92,U02480,SJ Madrasa,28.58663,77.21281
93,U02475,SJ Airport,28.5841,77.21265
94,U02441,INA Cly/Kidwai Nagar,28.57415,77.20956
95,U02417,Kidwai Nagar/INA Metro Station,28.57398,77.20958
96,U02473,AIIMS,28.56916,77.21263
97,U02600,South Ex Kotla P. Pump,28.56875,77.22105
98,U02788,Andrews Ganj,28.566,77.23051
99,U02891,Gupta Market,28.56506,77.23968
100,U02951,Lajpat Nagar,28.56515,77.24255
101,U03031,Lajpat Nagar,28.565667,77.249167
102,U03062,PGDAV College,28.56731,77.25291
103,U03074,Nehru Nagar,28.56911,77.2539
104,U03151,Asharam,28.5712,77.256433
105,U03205,Ishwar Nagar,28.56168,77.2665
106,U03277,Holy Family Hospital,28.56101,77.27568
107,U03386,Ansari Health Care,28.56248,77.28583
108,U03439,Okhla Village,28.56256,77.29126
109,U03213,Kalkaji Ext DDA Flats,28.526759,77.266972
110,U03132,DDA Flats Kalkaji,28.5283,77.25773
111,U03145,DDA Flats Kalkaji Market,28.53078,77.25865
112,U03150,DDA Market KalkaJi,28.531761,77.258939
113,U03155,Rampuri Gali No 13,28.53513,77.26028
114,U03153,Gurudawara L Block,28.53853,77.2595
115,U03113,Kalkaji Desh Bandhu College,28.54122,77.2557
116,U03050,Kalkaji B-Block,28.54346,77.25153
117,U03034,Nehru Place,28.54756,77.24941
118,U02999,Sant Nagar,28.55235,77.24635
119,U02863,Lady Shri Ram College,28.55877,77.23727
120,U02827,Central School,28.559717,77.233567
121,U02843,MCKR Hospital,28.5692,77.23523
122,U02867,Defence Colony,28.5728,77.23731
123,U02923,Pant Nagar,28.58415,77.24063
124,U02920,Oberoi Hotel,28.596267,77.240417
125,U02913,Sunder Nagar Market,28.6022,77.24035
126,U02904,Sunder Nagar,28.605071,77.240208
127,U02899,Zoo,28.6083,77.24
128,U02897,National Stadium,28.61151,77.23996
129,U02901,ITPO,28.61533,77.24013
130,U02909,Supreme Court,28.62151,77.24031
131,U02934,ITO B S Z MARG,28.62898,77.24113
132,U02929,Express Building/Shahid Bhagat Singh Park,28.63378,77.24078
133,U02932,Ambedkar Stadium Terminal,28.638717,77.241017
134,U02918,Dariya Ganj,28.643125,77.240352
135,U02902,Dariya Ganj,28.6438,77.2403
136,U02893,Subhash Park,28.6493,77.23928
137,U02879,Jama Masjid,28.65125,77.23786
138,U02858,Red Fort,28.654,77.236392
139,U02833,Kouria Bridge,28.661733,77.235333
140,U02822,Kodiya Pul,28.66021,77.23221
141,U02807,Old Delhi Railway Station,28.6579,77.2319
142,U02800,Old Delhi Railway Station,28.659605,77.231481
143,U02829,Kodiya Pool,28.66035,77.23281
144,U02837,Railway Station Liberary,28.66011,77.22983
145,U02864,Red Fort,28.6582,77.2368
146,U02862,Red Fort,28.65791,77.23703
147,U02884,Jama Masjid,28.6509,77.23836
148,U02911,Darya ganj,28.64763,77.24011
149,U02922,Dariya Ganj,28.644071,77.240578
150,U02937,Delhi Gate,28.637383,77.24125
151,U02935,Shaheed Park,28.63738,77.24126
152,U02944,ITO (R C Aggrawal Chowk),28.6293,77.2414
153,U02928,Supreme Court,28.62228,77.2406
154,U02915,Pragati Maidan Gate no 5,28.61781,77.24048
155,U02906,National Stadium,28.61041,77.2402
156,U02905,Zoo,28.6095,77.2402
157,U02914,Sunder Nagar Market,28.60201,77.2406
158,U02924,Sunder Nagar Market,28.60193,77.24068
159,U02927,Oberoi Hotel,28.596517,77.240633
160,U02933,CGO Complex,28.58613,77.24103
161,U02908,Pant Nagar,28.583583,77.240567
162,U02880,Defence Colony (Lajpat Nagar Mtr Stn),28.5732,77.23783
163,U02848,MCKR Hospital,28.56928,77.2355
164,U02817,Central School,28.56273,77.23278
165,U02825,Moolchand Hospital,28.56086,77.23178
166,U02866,Lady Shri Ram College,28.55896,77.23736
167,U02949,Kailash Colony,28.554533,77.243133
168,U02997,Sant Nagar,28.55256,77.24616
169,U03029,Nehru Place,28.54851,77.24916
170,U02995,Nehru Appartment,28.5437,77.24625
171,U03072,Desh Bandhu College,28.5413,77.25586
172,U03133,Kalkaji,28.536893,77.257496
173,U03154,Govindpuri Ext,28.53261,77.25946
174,U03135,DDA Market Kalkaji,28.532,77.25921
175,U03131,DDA Flat Kalkaji,28.52833,77.25776
176,U03211,P-A-13 Kaika Ji Extn,28.52706,77.267
177,U03033,Hamdard Nagar / Sangam Vihar,28.51208,77.24866
178,U03057,Hamdard Nagar,28.512269,77.251691
179,U03067,Majeedia Hospital,28.515,77.2526
180,U03081,Guru Ravi Das Ashram / Tughlaqabad Extension,28.51963,77.25436
181,U03107,Tara Appartment,28.52435,77.25613
182,U03161,Tughlakabad Extension,28.525565,77.260982
183,U03207,Govindpuri,28.538439,77.266685
184,U03203,Kalka Ji Depot,28.5394,77.26621
185,U03182,Govind Puri,28.5453,77.2638
186,U03173,Kalkaji Mandir (MaaAnandmayeeMarg),28.54775,77.26286
187,U03180,Kalkaji Mandir,28.55125,77.2639
188,U03195,Modi Mill,28.55541,77.26523
189,U03159,Okhla Sabji Mandi,28.55816,77.26293
190,U03106,B-Blk East of Kailash,28.56186,77.25566
191,U03046,Garhi Village,28.56216,77.25138
192,U03121,Ashram - Hari nagar,28.57405,77.256933
193,U03049,Bhogal,28.5828,77.2511
194,U03000,Hazrat Nizamuddin Extn,28.5893,77.2463
195,U02974,PS Nizamuddin,28.591733,77.244583
196,U02916,Delhi Gate,28.64095,77.24038
197,U02856,Red Fort,28.653422,77.236376
198,U02804,Old Delhi Railway Station,28.659676,77.231637
199,U02977,P S Nizamuddin,28.591433,77.245083
200,U02998,Hazrat Nizamuddin Extn,28.589633,77.2463
201,U03045,Bhogal,28.58358,77.25076
202,U03122,Ashram,28.5715915,77.259183
203,U03063,Sri Niwas Puri,28.56666,77.25301
204,U03041,Lajpat Nagar X-Ing,28.5645,77.2503
205,U03047,Garhi Village,28.56236,77.25135
206,U03102,B Block East Of Kailash,28.5621,77.2556
207,U03142,C Block East of Kailash,28.56208,77.25821
208,U03162,SNPD,28.55845,77.26296
209,U03190,Small Industries Modi Mills,28.5565,77.2648
210,U03196,Modi Mills/NSIC,28.55668,77.26458
211,U03181,Kalka Ji Mandir,28.54796,77.26296
212,U03174,Kalkaji DDAExtn,28.5479,77.263
213,U03206,Kalkaji Depot,28.5375,77.2674
214,U03200,Klaka Ji Depot- Govind Puri,28.538286,77.26576
215,U03165,Ram Puri Gali No 13,28.53773,77.26136
216,U03114,Tara Apartment,28.52423,77.25623
217,U03084,Guru Ravi Das Ashram / Tughlaqabad Extension,28.51941,77.25445
218,U03070,Majeedia Hospital,28.51488,77.2528
219,U03059,Hamdard Nagar,28.51334,77.25244
220,U03036,Hamdard Nagar / Sangam Vihar,28.51191,77.24973
221,U03519,Badarpur M B Road,28.499752,77.301285
222,U03465,Prehlad Pur,28.50058,77.29385
223,U03434,Suraj Kund X-ing Andh Vidyalay,28.5015,77.2903
224,U03361,Lal Kuan,28.5023,77.2833
225,U03331,Prem Nagar,28.50368,77.2801
226,U03289,MB Road-Okhla More,28.50553,77.27648
227,U03235,Kaya Maya Hospital,28.507833,77.269447
228,U03175,Tugalkabad Village,28.510093,77.263021
229,U03124,Air Force Station,28.51125,77.257187
230,U03083,Air Force Station,28.51156,77.25436
231,U03101,Tara Apartment,28.5227,77.25546
232,U03129,DDA Flat Kalkaji,28.52826,77.25605
233,U03163,Rampuri,28.53766,77.2612
234,U04003A,Paras Cinema,28.54873,77.25691
235,U03087,Nehru Place Terminal,28.54733,77.25403
236,U02940,Kailash Colony,28.55433,77.2431
237,U02930,CGO Complex,28.58696,77.2408
238,U02860,Ishpat Bhawan,28.59241,77.2368
239,U02680,Lodhi Estate X-Ing,28.590733,77.2245
240,U02639,Lodhi Road Crossing,28.59163,77.22355
241,U02636,Max Muller Marg,28.5961,77.2233
242,U02590,Prithviraj Road Crossing,28.5974,77.2199
243,U02632,J & K House,28.60198,77.22263
244,U02720,Shahjahan Road,28.60733,77.22688
245,U02695,Akbar Road,28.6105,77.22605
246,U02625,Vigyan Bhawan,28.61,77.2219
247,U02559,National Museum,28.61178,77.21833
248,U02563,National Archives,28.61468,77.2185
249,U02495,Krishi Bhawan,28.6169,77.2137
250,U02451,Patel Chowk,28.62453,77.21071
251,U02418,Gurudwara Bangla Sahib,28.62531,77.20936
252,U02353,NDPO,28.62353,77.20655
253,U02349,Kendriya Terminal/Pant Marg,28.62136,77.20635
254,U02346,Kendriya Terminal-Pant Marg,28.62151,77.20621
255,U02354,NDPO,28.6261,77.20495
256,U02419,Gurudwara Bangla Sahib,28.62533,77.20966
257,U02457,Patel Chowk,28.62441,77.2112
258,U02498,Patel Chowk,28.62273,77.21408
259,U02497,Krishi Bhawan,28.6174,77.2131
260,U02618,Vigyan Bhawan,28.61011,77.22173
261,U02708,Akbar Road,28.61058,77.2259
262,U02784,Baroda House,28.61593,77.23021
263,U02838,National Stadium,28.61363,77.23475
264,U02826,National Art Gallery,28.610436,77.233604
265,U02736,Shahjahan Road,28.60845,77.22798
266,U02770,Sujan Singh Park,28.60103,77.22953
267,U02752,Sujan Singh Park,28.59923,77.22856
268,U02757,Bharti Nagar,28.59665,77.22875
269,U02760,Dayal Singh College,28.59213,77.22898
270,U02857,Ishpat Bhawan,28.59255,77.236533
271,U02903,Lodhi Hotel,28.59176,77.24011
272,U03065,Nehru Place Terminal/Paras Cinema,28.5487,77.2569
273,U03110,Nehru Place Terminal,28.54873,77.25605
274,U03185,Chandiwala,28.545,77.264191
275,U03144,Kalkaji DDA Flats,28.53026,77.25851
276,U03104,Air Force Station,28.51165,77.25545
277,U03136,Air Force Station,28.511709,77.257787
278,U03192,Tughlaqabad Village,28.50923,77.265
279,U03224,Kaya Maya Hospital,28.50821,77.26901
280,U03287,Badarpur MBRoad,28.505667,77.276167
281,U03321,Prem Nagar,28.5044,77.27925
282,U03366,Lal Kuan,28.50253,77.28453
283,U03435,Andh Vidyalaya,28.501726,77.290984
284,U03466,Prehlad Pur,28.5,77.2946
285,U03520,Badarpur M B Road,28.499811,77.300415
286,U03996A,Badarpur Road,28.496,77.3025
287,U03351,Apollo Hospital,28.5395,77.28266
288,U03292,Harkesh Nagar,28.547966,77.276569
289,U03249,Sukhdev Vihar Depot,28.55488,77.27123
290,U03225,Kalkaji Xing,28.55791,77.26895
291,U03204,Ishwar Nagar,28.56158,77.26623
292,U03148,Ashram Chowk,28.57133,77.25898
293,U03997A,MCKR Hospital,28.565019,77.237059
294,U02416,INA Cly/Kidwai Nagar,28.57565,77.20971
295,U02469,Tuglak Crescent,28.59433,77.2121
296,U02663,Shivaji Park,28.63866,77.22395
297,U02634,Super Bazar/C.P,28.63273,77.22308
298,U03991A,Regal,28.6288,77.2167
299,U02492,P.S.Parliament,28.624467,77.213606
300,U02548,Nirman Bhawan,28.61023,77.2172
301,U02546,Regal / Palika Kendra,28.63105,77.21708
302,U02556,South Extension 1,28.5689585,77.2183835
303,U03992A,MCKR Hospital,28.565418,77.235476
304,U03237,Kalka Ji Crossing,28.55728,77.26973
305,U03251,Sukhdev Vihar Depot,28.55468,77.2717
306,U03274,CRRI,28.55045,77.27486
307,U03290,Okhla Tank,28.54836,77.27656
308,U03352,Apollo Hospital,28.53961,77.28281
309,U03513,Power House Badarpur,28.507167,77.300167
310,U03656,Anand Vihar ISBT Railway Stati,28.649167,77.318367
311,U03683,Mahrajpur Check Post,28.6430835,77.3165
312,U03676,Gazipur Depot,28.642105,77.316231
313,U03623,Hasan Pur Village,28.63608,77.3105
314,U03587,Hasan Pur Depot,28.63591,77.30808
315,U03494,Karkardooma Crossing,28.64291,77.2972
316,U03485,New Rajdhani Enclave,28.64215,77.29621
317,U03456,Swashthya Vihar,28.63945,77.2923
318,U03416,Nirman Vihar,28.637484,77.288841
319,U03380,Shakarpur X-Ing,28.635367,77.28475
320,U03345,Shakarpur,28.6334,77.2821
321,U03307,Laxmi Nagar,28.6313,77.27886
322,U03293,Laxmi Nagar Xing,28.62946,77.27731
323,U03317,Shakkar pur School Block,28.6275,77.27921
324,U03379,Ganesh Nagar,28.620833,77.285167
325,U03393,Mother Dairy,28.6191,77.28636
326,U03385,Samas Pur Jagir Village,28.616105,77.28604
327,U03342,Pusta Crossing - Akshar Dham,28.61235,77.28225
328,U03147,ISBT Sarai Kale Khan,28.58881,77.25893
329,U03202,Bala Sahib Gurudwara,28.58206,77.2655
330,U03226,Okhla Industries Area,28.5327,77.2692
331,U03247,Okhla Gol Chakkar-CRPFCamp,28.5284,77.2705
332,U03158,Tuglakabad Extn,28.5255,77.2607
333,U02960,Batra Hospital,28.5121,77.2435
334,U02882,Vayu Sena Bad (Tigri),28.51288,77.23851
335,U02840,Devoli Road Crossing -  Khanpur Village,28.51368,77.23493
336,U02746,Ambedkar Nagar Depot,28.51515,77.22838
337,U02702,Ambedkar Nagar Terminal,28.51605,77.22478
338,U02761,Ambedkar Nagar Depot,28.5152,77.229
339,U02834,Deovli Road Crossing- Dakshin Puri G-Blk,28.51403,77.23413
340,U02888,Vayu Sena Bad (Tigri),28.51293,77.23898
341,U02954,Sri Satya Narayan Mandir,28.512364,77.24315
342,U02957,Batra Hospital / Satya Narayan Mandir,28.51235,77.24338
343,U03166,Kalkaji Depot,28.53946,77.26191
344,U03172,Ram Puri,28.53856,77.262945
345,U03141,C Block East of Kailash,28.56191,77.25803
346,U03186,Maharani Bagh / Ashram,28.57658,77.26435
347,U03201,Bala Sahib Gurudwara,28.58131,77.26595
348,U03139,Sarai Kale Khan ISBT,28.58726,77.25908
349,U03138,Road Bridge East,28.59886,77.25723
350,U03221,Pwd Office N H 24,28.6041,77.26885
351,U03375,Samaspur Jagir Village,28.61595,77.28528
352,U03391,Mother Dairy,28.61903,77.28625
353,U03378,Ganesh Nagar Staff Quarter,28.620628,77.285196
354,U03327,Shakkar pur School Block,28.6271,77.27945
355,U03295,Laxmi Nagar Xing,28.62925,77.27736
356,U03298,Laxmi Nagar,28.631343,77.27854
357,U03353,Shakarpur,28.6336,77.282
358,U03395,Nirman Vihar Metro Station,28.63705,77.28713
359,U03447,Sawasthya Vihar,28.63933,77.29186
360,U03482,New Rajdhani Enclave,28.642294,77.29614
361,U03495,KarKarDooma Crossing,28.64326,77.29726
362,U03594,Hasan Pur Depot,28.6361,77.30728
363,U03621,Hasan Pur Village,28.63626,77.31033
364,U03651,TELCO Gazipur,28.637694,77.314404
365,U03667,Gazipur Depot,28.64178325,77.3157045
366,U03679,ISBT Anand Vihar,28.645507,77.316819
367,U01528,Wazirpur Depot,28.69185,77.15373
368,U01487,Telephone Exchnage,28.6863,77.15118
369,U01478,Britania Factory,28.68495,77.14915
370,U01411,Shakur Pur Shiv Mandir,28.68091,77.14318
371,U01315,Punjabi Bagh,28.667555,77.136133
372,U01261,Punjabi Bagh Club,28.6635,77.13121
373,U01233,ESI Hospital,28.6584,77.12858
374,U01191,C-2 Keshav Puram,28.68515,77.15666
375,U01211,Rajouri Garden Ring Road,28.645715,77.127047
376,U01247,Mayapuri X-Ing Ring Road,28.63858,77.12985
377,U01308,Naraina Vihar,28.627517,77.134183
378,U01325,Naraina Village,28.619122,77.136627
379,U01373,Brar Square,28.60731,77.14181
380,U01628,Dhaula Kuan/Defence Office,28.60003,77.162
381,U01752,ARSD College,28.587979,77.170647
382,U01778,Moti Bagh,28.585,77.1725
383,U01805,South Moti Bagh (Ring Road),28.58191,77.17423
384,U01853,Aradhna Enclave,28.57453,77.17856
385,U01913,R.K.Puram Sec-13,28.57136,77.18168
386,U01990,Hyatt Hotel,28.57015,77.18563
387,U02128,Nauroji Nagar,28.56963,77.19543
388,U02304,S.J.Hospital,28.56971,77.20453
389,U03326,Rani Chowk,28.54383333,77.27933333
390,U03504,Onida Factory,28.511377,77.298538
391,U03323,Rani Chowk,28.543651,77.279387
392,U03273,CRRI,28.5511,77.27396
393,U03171,Friends Colony,28.566523,77.262556
394,U02309,S J Hospital,28.56948,77.2045
395,U02131,Sarojini Nagar,28.56936,77.1959
396,U01924,R.K.Puram X-Ing,28.57041,77.18263
397,U01871,RK Puram Sector-12,28.572825,77.179355
398,U01844,RK Puram Sector-12,28.575156,77.177824
399,U01802,South Moti Bagh (Ring Road),28.5816,77.17418
400,U01784,Moti Bagh Gurudawara Nanakpura,28.58385,77.17288
401,U01776,Moti Bagh Gurudawara Nanak Pura,28.584825,77.172216
402,U01750,Satya Niketan,28.58766,77.17048
403,U01716,ARSD College (Dhaula Kuan),28.59038,77.1684
404,U01633,Dhaula Kuan,28.599,77.16321
405,U01369,Barar Square,28.6088,77.14
406,U01321,Naraina Village,28.6185,77.1362
407,U01287,Naraina Vihar,28.6259,77.1342
408,U01242,Mayapuri Depot,28.63845,77.12946
409,U01209,Rajouri Garden Ring Road,28.64591,77.126598
410,U01179,Raja Garden,28.6545,77.1245
411,U01229,ESI Hospital,28.65905,77.12878
412,U01245,Punjabi Bagh Club,28.6623,77.1294
413,U01337,Punjabi Bagh Terminal,28.667283,77.13745
414,U01402,Shakur Pur Shiv Mandir,28.68028,77.1422
415,U01485,Telephone Exchange,28.6865,77.1507
416,U01521,Wazirpur Depot,28.69185,77.1535
417,U02926,Delhi Gate,28.6398,77.2382
418,U02890,Tilak Bridge,28.62368,77.2393
419,U02855,Supreme Court,28.61973,77.2364
420,U02830,Patiala House,28.61646,77.23393
421,U02630,J & K House,28.60128,77.2222
422,U02385,AIIMS- SJ hospital,28.56703,77.20793
423,U02381,Yusuf Sarai,28.56265,77.20765
424,U02362,Green Park,28.55735,77.20681
425,U02326,Hauz Khas,28.55303,77.20523
426,U02290,Padhmini Enclave,28.54981,77.20381
427,U02258,IIT Gate Aurbindo Marg,28.545929,77.202284
428,U02233,IIT Gate,28.54283,77.20066
429,U02210,Mother School,28.54006,77.1994
430,U02150,MMTC,28.53458,77.19678
431,U02134,PTS,28.532821,77.195873
432,U02090,DDA Flats Lado Sarai,28.52981,77.19218
433,U02012,Qutab,28.52643,77.18613
434,U01921,Mehrauli Terminal,28.52246,77.1826
435,U01915,Mehrauli Terminal,28.521737,77.18269
436,U02000,Qutub,28.52656,77.18676
437,U02048,T B Hospital,28.52845,77.1898
438,U02087,DDA Flats Lado Sarai,28.53001,77.19206
439,U02129,PTS,28.53296,77.19556
440,U02153,MMTC,28.5354,77.19693
441,U02166,Adhchini Village,28.53771,77.19815
442,U02211,Mother School,28.541,77.19945
443,U02253,IIT Gate (Aurobindo Marg),28.54593,77.20198
444,U02281,Padmani Enclave,28.54915,77.20336
445,U02315,Hauz Khas,28.55298,77.20486
446,U02377,Yusuf Sarai,28.56243,77.20731
447,U02379,SJ Hospital-AIIMS,28.56708,77.20765
448,U02502,Prithvi Raj Road,28.59326,77.21433
449,U02553,Prithvi Raj Road,28.59726,77.21813
450,U02828,Patiala House,28.6165,77.23376
451,U02874,Supreme Court,28.62188,77.2377
452,U02889,Tilak Bridge,28.62415,77.23936
453,U01792,Munirka Village,28.557333,77.173833
454,U01847,DDA Munirka,28.55411,77.17888
455,U01900,JNU - ISTM,28.552787,77.180756
456,U01980,I I T Hostel,28.55003,77.18553
457,U02043,Jia Sarai,28.54861,77.18911
458,U02151,I I T Gate,28.54595,77.19691
459,U02357,Green Park,28.55858,77.20675
460,U03336,Jamiya Millia College,28.56106,77.28015
461,U03358,Ansari Stadium,28.561363,77.283613
462,U03406,Batla House,28.56465,77.28806
463,U03409,Batla House,28.56465,77.288133
464,U02137,I I T Gate,28.5461,77.19558
465,U02069,Jia Sarai,28.547814,77.190358
466,U01931,IIT Hostel,28.550746,77.183259
467,U01899,JNU,28.552549,77.180696
468,U01850,Munirka Family Planning,28.5554,77.17638
469,U01791,Munirka Village,28.557303,77.173449
470,U02139,PTS,28.53063,77.1989
471,U02243,P.N.B Geetanjali,28.52946,77.20133
472,U02287,Saket A-Block  - Malviya Nagar,28.5281,77.20496
473,U02519,Hauz Rani,28.52958,77.2158
474,U02561,Khirki Village,28.5302,77.21841
475,U02718,Vocational College,28.5322,77.22703
476,U02810,Chirag Delhi,28.53961,77.23225
477,U02853,Masjid Moth,28.54083,77.23608
478,U02870,Savitri Cinema,28.54146667,77.2376
479,U02938,OS Communications,28.54276,77.24145
480,U02964,Pumposh Enclave,28.54358,77.24373
481,U04000A,Holy Family Hospital,28.5608,77.272698
482,U03410,Mother Dairy Xing,28.61926,77.2883
483,U03433,Dharama Apartments,28.62013,77.2902
484,U03475,Magalam Hospital,28.622075,77.29563
485,U03502,Press Apartments,28.62295,77.2982
486,U03528,Saraswati Kunj,28.62391,77.30111
487,U03570,Ras Vihar Metro Station,28.62531,77.30521
488,U40001A,Vijaya Laxmi Apartment,28.62875,77.30896
489,U03588,Balco Appartment,28.62981,77.30676
490,U03564,Himalya Appartment,28.6322,77.30466
491,U40002A,Prince Apartment,28.630783,77.300283
492,U03505,Chander Vihar,28.63316,77.29931
493,U03542,Ashirvad Appartment,28.63466,77.3022
494,U03998A,Tata Motors,28.636612,77.3147
495,U03541,Ashirvad Appartment,28.63448,77.3019
496,U03506,Chander Vihar,28.63286,77.29911
497,U03521,Prince Appartment,28.63096,77.30075
498,U03540,Nithi Appartment,28.63136,77.30196
499,U03591,Balco Appartment,28.62991,77.3068
500,U03610,Vijay Laxmi Appartment,28.62886,77.30901
501,U03609,Parivar Apparment,28.62641,77.30908
502,U03578,Ras Vihar,28.6253,77.30576
503,U03531,Sarasvati Kunj,28.62388,77.30151
504,U03503,Press Appartment,28.6228,77.29826
505,U03470,Government Model School,28.621767,77.295017
506,U03432,Dharma Appartment,28.61985,77.29003
507,U03408,Mother Dairy Xing,28.619,77.28793
508,U03118,Road Bridge West,28.60515195,77.2541213
509,U03149,Sarai Kale Khan,28.58983,77.25868
510,U03189,Maharani Bagh,28.5764,77.264467
511,U03188,New Friends Colony,28.56671,77.26268
512,U03258,Bharat Nagar Xing,28.5622,77.27238
513,U03999A,Holy Family Hospital,28.56042,77.272972
514,U03266,Sukh Dev Vihar,28.55865,77.27301
515,U02968,Pumposh Enclave,28.54361,77.2441
516,U02852,OS Communication / Masjid Moth,28.54053,77.23576
517,U02812,Sheikh Sarai PH-II,28.53388,77.23185
518,U02729,Vocational College,28.53216,77.22775
519,U02589,Khirki Village,28.52996,77.21808
520,U02468,Hauzrani/Max Hospital,28.52835,77.21196
521,U02389,Press Enclave,28.52788,77.20786
522,U02289,Saket A-Block/Malviya Nagar Metro Station,28.52783,77.20518
523,U02244,P.N.B Geetanjali,28.52921,77.20138
524,U02163,PTS,28.53123,77.19656
525,U02060,T.B. Hospital,28.5286,77.19025
526,U01994,Qutub,28.5264,77.18613
527,U01885,RK Puram Sec-1,28.5642,77.1802
528,U02035,Mohhamadpur,28.56483,77.18891
529,U02041,Bhikaji Cama Place,28.56798,77.18936
530,U02047,Africa Avenue,28.5706,77.18966
531,U02056,Sarojini Nagar Depot,28.57486,77.18991
532,U02049,M Block Sarojini Nagar,28.57833,77.18976
533,U02089,I-Block Sarojini nagar,28.57955,77.19228
